Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
Mahavir Holistic Clinic,Hyderabad,"Bachelor in TCM, Diploma in Acupuncture",19,He is very senior and experienced  Dr.  ,400,Dr. Sumit,4.5,Acupuncturist
KIMS - Krishna Institute of Medical Sciences,Hyderabad,"MBBS, DM - Neurology",18,"Hi, mam 2months back my mom took ur appointment for absence seizurestreatment  u gave levipil500 for 45days. Her dosage of medication is completed.now what to do,,, waiting​ for ur appointment,Unfortunate to have a heumorrage, well treated by performing decompression and medication. KIMS and myself r lucky to be under care n attention of Dr EA Varalakshmi, her friendliness played a big role in increasing my confidence levels. Thanks a lot.,not recommended for this  doctor,, being a experience she has to guide the patients in friendly manner.  she refused to discuss on mediation. given only 10 mins of time , ,My mother was under Dr. Varalakshmi's treatment from 2009-2016 for dementia. In 2016, Dr. Varalakshmi decided to pursue a very strong, steroid based, treatment, despite requests from the family that we thought the treatment was not required. Not only did the treatment result in a tremendous setback for my mother, but Dr. Varalakshmi was not available to answer questions or guide us when needed., We have since stopped consulting her.",500,Dr. E. A. Varalakshmi,4.5,Neurologist
Apple Multi Speciality Hospital,Hyderabad,"MBBS, MD - Pulmonary Medicine",19,,300,Dr. S.A Rafi,,Pulmonologist
Jain Dental Care,Hyderabad,"MDS - Conservative Dentistry & Endodontics, BDS",10,,100,Dr. Dilip Jain,,Dentist
Mahaveer Hospital,Hyderabad,"BASLP, MASLP, MASLP",9,,280,Mr. Abhishek Kumar,4.0,Audiologist
New Hope Clinic,Hyderabad,"MBBS, Diploma in Child Health (DCH)",19,doctor advice and medications are good. But one has to wait for a longer period and no online appointments. ,200,Dr. Arshad Ali Khan,,Pediatrician
Rishitha Hospitals,Hyderabad,"MS - Orthopaedics, MBBS",23,,300,Dr. Ajay Kumar Pandey,,Orthopedist
KIMS - Krishna Institute of Medical Sciences,Hyderabad,"MBBS, MD - Dermatology",13,.i have suffered with skin disease almost 7 years....I have visited so many hospitals but I didn't get any result... Finally I visited only two times Dr.anandh Kumar my disease has been cleared.... In fact medicine is also coastable for us.....please visit Dr. Anandh Kumar thank you....,500,Dr. Vaggu Anand Kumar,4.5,Dermatologist
Tapadia diagnostic centre,Hyderabad,"MS - ENT, MBBS",5,,260,Dr. Avinash Chaitanya,,Ear-nose-throat (ent) Specialist
Ankura Hospitals for Women and Children- AS Rao Nagar,Hyderabad,"MBBS, DNB - Obstetrics & Gynecology",6,"Every thing was good , the doctor was very good she enquires about patiently to the patient . Overal experience was satisfactory",400,Dr. Vamsha Sree Pajjuri,4.0,Gynecologist/obstetrician
Alladins Clinic,Hyderabad,"MS - Obstetrics & Gynaecology, MBBS",5,,100,Dr. Naaz Fatima,,Gynecologist/obstetrician
KIMS - Krishna Institute of Medical Sciences,Hyderabad,"MBBS, DNB - Cardiothoracic Surgery",,RESPECTED DOCTOR,500,Dr. B. Bhaskar Rao,4.5,Cardiac Surgeon
Supraja Hospitals,Hyderabad,"BDS, MDS",11,,200,Dr. Nivedita shetkar,4.5,Dentist
Vijay Marie Hospital,Hyderabad,"MBBS, DNB - Obstetrics & Gynecology",8,,150,Dr. Amanjot Kaur,4.5,Gynecologist/obstetrician
Vijay Marie Hospital,Hyderabad,"MBBS, DNB - Obstetrics & Gynecology",8,,150,Dr. Nithisha,4.5,Gynecologist/obstetrician
Smile Care Dental Clinic,Hyderabad,BDS,6,"Treatment was very good, no pain very carefully done with Patience. Highly recommended DR for good treatment & also money",100,Dr. S. Mariya,,Dentist
KIMS - Krishna Institute of Medical Sciences,Hyderabad,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine",24,"Such a great experience in her treatment simple in giving medication, more natural kind of process in treatment with best health tips. very much concern about patients when we are at hospital and after discharge also. ,Good doctor , very friendly which gives a positive feeling to the patient, satisfaction . Examine s very deeply prescribes well.,BIG MISTAKE!!!",500,Dr. Latha Sharma,4.5,Pulmonologist
Goodwill Hospital - Kidney And Surgical Centre,Hyderabad,"MBBS, DGO",9,,300,Dr. Naquiah jabeen,,Gynecologist/obstetrician
Reflections Dental Clinic,Hyderabad,"BDS, MDS",,,200,Dr. Gona Harsha reddy,,Dentist
Smileplus Dental Care,Hyderabad,"MDS - Paedodontics And Preventive Dentistry, BDS",8,,100,Dr. Sunny Priyatham,,Dentist
Natural Smile Dental Clinic,Hyderabad,BDS,8,,100,Dr. Kunal,,Dentist
Femcity Women’S Hospital,Hyderabad,"MBBS, Fellowship in Neonatology",17,,700,Dr. Saritha Pingili,5.0,Pediatrician
St. Theresa Hospital,Hyderabad,BDS,11,,250,Dr. Soujanya B,4.0,Dentist
 Homeopathy and Obesity  Clinic ,Hyderabad,BHMS,16,,250,Dr. Shital Baldava,,Homoeopath
Sri Vigneshwara Physiotherapy Clinic,Hyderabad,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",13,Thank you.  She is very good and helpful . We recommend the doctor for others as well. She is efficient too.,300,Dr. Vijetha   (Physiotherapist),,Physiotherapist
Shri Sneha Diagnostics,Hyderabad,MS - Orthopaedics,3,"I have visited Dr. Srivanth Dasari for my knee pain which I have been suffering from 1month.He was on time as per the appointment schedule, listened to my problem and asked some questions regarding the knee pain and examined my knee and asked for x ray of the knee. He has suggested me to take the medications after seeing my x ray and explained about my knee condition. He has patiently explained me about the queries which I had. Now my pain has been subsided and I recommend Dr. Srivanth Dasari for my friends also. very friendly doctor. ,Friendly doctor. Identified problem and treated it well. visited other doctors in the past but I had no relief. This doctor treated me and my pain was relieved in one week. ",300,Dr. Srivanth Dasari,,Orthopedist
True Care Homoeopathy,Hyderabad,BHMS,3,"Dr. Navya has only 2yrs of experience but her case study of patient history is mind blowing. Unlike other doctors she collect thorough symptoms of partients disease.,Always wanted to try homeopathy after no improvement using regular English medicine. Luckily my friend suggested True car clinic in Kothaguda. Doctor was very friendly and explained the process as homeopathy is new for me. Used the course for a week and definitely see an improvement in my knee. Will continue the treatment and let you all know my final review.",500,Dr. MLN Navya,,Homoeopath
Konark Hospital,Hyderabad,BPTh/BPT,10,,300,Dr. Sruthi   (Physiotherapist),3.5,Physiotherapist
Tesla Diagnostics & Poly Clinics,Hyderabad,BPTh/BPT,9,,350,Dr. Chandana   (Physiotherapist),,Physiotherapist
Sai Sanjeevini Hospitals,Hyderabad,"MD - Anaesthesiology, MBBS",6,,400,Dr. Adil Hasan,4.5,Anesthesiologist
Physio Care,Hyderabad,BPTh/BPT,11,,200,Dr. Syed Esa   (Physiotherapist),,Physiotherapist
Sai Leela Ayurvedic Clinic,Hyderabad,"MD - Ayurveda Medicine, BAMS",11,,200,Dr. Rama Devi,,Ayurveda
Travancore Ayurveda - Madinaguda,Hyderabad,"BAMS, MD - Ayurveda Medicine",3,,350,Dr. Gayatri Priyanka Mullapudi,,Ayurveda
Sai Piles Injection Clinic,Hyderabad,BAMS,15,,300,Dr. Pooja Akula,,Ayurveda
Shantilal Navodaya Multispeciality Hospital,Hyderabad,"MBBS, Diploma in Orthopaedics",8,,300,Dr. Anish Kumar Jain,,Orthopedist
Balaji Hospital,Hyderabad,"MBBS, MS - General Surgery, MCh - Neuro Surgery",10,,500,Dr. Gundlapalle Srihari,,Neurosurgeon
Dr. SAJI D’SOUZA’S KSAC HOSPITALS,Hyderabad,"BAMS, MD - Ayurveda Medicine",40,,500,Dr. G.Jeevarathnam,3.5,Ayurveda
Seventh Road Clinics,Hyderabad,"MS - General Surgery, MBBS",7,,300,Dr. Saniya Ahmed,,General Surgeon
Smile 32 Dental Care,Hyderabad,BDS,7,If you are looking for a professional and caring dentist Dr. Sirisha is the one too see. Every visit has been wonderful. It is nice knowing your dentist loves her work and makes your experience comfortable and being sweet answering for every question. Thank you for my beautiful smile. :) ,200,Dr. Sirisha,,Dentist
Dental Maestros,Hyderabad,MDS-Oral Pathology and Oral Microbiology,4,Went with severe Tooth Pain. Happy with the treatment. Using the laser and good latest tools to cure.,150,Dr. Vinaya Rachana Nata,,Dentist
Udai Omni Hospital,Hyderabad,"MBBS, MS - ENT",34,,500,Dr. C Ramakrishna,4.5,Ear-nose-throat (ent) Specialist
Omega Hospital,Hyderabad,"MBBS, MD - Anaesthesiology",25,,400,Dr. W.Indivar Kiran,3.5,Anesthesiologist
Seventh Road Clinics,Hyderabad,"M.D. (Psychiatry), MBBS",6,,500,Dr. B Sai Kumar,,Psychiatrist
Dr Chandrika's Kerala Ayurveda,Hyderabad,BAMS,20,,500,Dr. P. G Satish Kumar,,Ayurveda
Pulse Hospital,Hyderabad,MS - Orthopaedics,6,,300,Dr. Nitin Kurakula,,Orthopedist
Dr P N Swamy's Clinic,Hyderabad,"MBBS, MD - Pediatrics",44,,250,Dr. P N Swamy,,Pediatrician
Dr. Shabbir's Children & Newborn Clinic,Hyderabad,"MBBS, MD - Pediatrics",20,"good one and great job.he is so good explanation for issue and doctor friendliness.                   , I will never ever refer anyone to Dr Shabbir Ahmed",200,Dr. Md. Shabbir Ahmed,,Pediatrician
Yashoda Hospitals Malakpet.,Hyderabad,"MBBS, MD - Pulmonary Medicine",10,,600,Dr. Ugandhar Bhattu . C,4.0,Pulmonologist
KIMS Hospital,Hyderabad,"MCh - Pediatric  Surgery, MBBS, MS - General Surgery",6,,500,Dr. Anusiri Inugala,,Pediatric Surgeon
Shree Padmavati Clinic,Hyderabad,MS - Orthopaedics,3,,300,Dr. Anand Allam Venkatesh,,Orthopedist
Ramya Heartcare Centre,Hyderabad,"MBBS, MS - Orthopaedics",6,,500,Dr. P.S.Pruthvi Reddy,3.5,Orthopedist
Petplanet Dog Clinic,Hyderabad,BVMS (Bachelor of Veterinary Medicine & Science),17,,200,Dr. M. Kiran Kumar,,Veterinarian
American Oncology Institute,Hyderabad,"MBBS, MD - Radiotherapy",12,,650,Dr. Prabhakar Mariappan,5.0,Oncologist
Century Hospital,Hyderabad,"MBBS, MD - General Medicine, DNB - Cardiology",12,"He is a good and friendly doctor. listen to your problem carefully.  He won't give you advice about the unnecessary test. Sometimes other doctors will advise you to go for surgery, even if it is curable by medicine. but, Mr Ranjith won't advise surgery until and unless it is needed. he will give you his personal number. In an emergency, you can call directly to the Doctor. ,I happen to meet the doctor for my father heart problem, very good experience he suggested only required tests and also suggested some medicines, earlier other doctor suggested us to bypass surgery but Dr Ranjith said no need of that surgery it can be cured by medicines only, he gives proper advice to the patients and as well as time to them, very much satisfied with the doctor,I have consulted this doctor for my mother's health condition but he was not that patient to explain the health condition ,My rating would be 2.5/5.,he is a very good doctor,i visited recently and will recommend to all my friends and family",650,Dr. G Ranjith Kumar,4.5,Cardiologist
Nivedhitha Physiotherapy Clinic,Hyderabad,BPTh/BPT,9,,200,Dr. Rohithkumar Sattu (PT),,Physiotherapist
Aditya Hospital,Hyderabad,"MBBS, DNB - Anaesthesia",9,,250,Dr. Bhargavi Bollampally,3.5,Anesthesiologist
Archana Hospitals,Hyderabad,"MBBS, MS - Neuro Surgery",10,,500,Dr. G.L.Paniraj,3.5,Neurosurgeon
GMH Health Care Centre,Hyderabad,"BDS, MDS - Conservative Dentistry & Endodontics",14,,200,Dr. Gagan Chaudhary,,Dentist
Karthikeya Hospitals,Hyderabad,BPTh/BPT,8,,200,Dr. Pavani Peddi   (Physiotherapist),,Physiotherapist
Travancore Ayurveda - Gachibowli,Hyderabad,BAMS,7,"Doctor seemed very distracted. Kept looking at his phone and ended up taking calls in between.What the treatment is worth, would only know in future. Would definitely update the feedback then too. ",350,Dr. Ritesh Kumar Lahoti,,Ayurveda
Dr NVRK's Physical Medicine And Rehabilitation Center,Hyderabad,BPTh/BPT,8,,200,Dr. N. Vijaya Ramakrishna   (Physiotherapist),,Physiotherapist
Dr. Kranthi Homoeo Clinic,Hyderabad,"BHMS, M.D. Hom. (Organon of Medicine)",7,Doctor listens patiently about the problem. clarified  all my questions and doubts. I have  suffered from sinusitis since 5years. after using Dr Kranthi homeopathic clinic medication I have recovered fully. thank you doctor Kranthi.,250,Dr. Kranthi Durgempudi,,Homoeopath
Leaf Hospital,Hyderabad,MS - Orthopaedics,6,,350,Dr. Praneeth Reddy C V,,Orthopedist
Dr.Ritikanth Homoeopathic Clinic,Hyderabad,BHMS,10,My symptoms stabilised within a week and there has been a visible difference in my weight and appearance in a month. ,1500,Dr. Ritikanth Annapragada,,Homoeopath
SRI VENKATESHWARA PHYSIOTHERAPY CENTER,Hyderabad,MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy,4,,300,Dr. B K Murali Krishnan   (Physiotherapist),,Physiotherapist
Dr. Godvine's Super Speciality Dental Clinique,Hyderabad,MDS - Oral & Maxillofacial Surgery,4,,200,Dr. Godvine,,Dentist
Balu Herbals Suraram Colony,Hyderabad,BAMS,3,,100,Dr. Karthikeya,,Ayurveda
Redesign Dental Clinics,Hyderabad,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",9,,500,Dr. Nisar Ahmed,,Dentist
Care Hospitals,Hyderabad,"MBBS, MD - General Medicine, DM - Cardiology",26,,600,Dr. Bharat Vijay Purohit,4.0,Cardiologist
Dhanya Ayurveda,Hyderabad,BAMS,7,,200,Dr. Dhanya Subhalakshmy,,Ayurveda
Kailash Diagnostics And Rehabilitation Centre,Hyderabad,"MBBS, MS - General Surgery",32,,200,Dr. Mohan Gupta,,General Surgeon
prasanna physiotherapy clinic,Hyderabad,"MPT - Orthopedic Physiotherapy, BPTh/BPT",6,"I have reach Dr shyamala for back pain, , She is good in analysing the pain and providing, treatment ",250,Dr. Shyamala Yella   (Physiotherapist),,Physiotherapist
Renu's Cure And Care Clinic,Hyderabad,"MBBS, Diploma in Medical Cosmetology",6,,300,Dr. Afreen Sultana,,Cosmetologist
Disha Psychiatric Care,Hyderabad,"MBBS, M.D. (Psychiatry)",,"Neat and clean inside entrance need patch work for elderly visitors, wheel chair should be made available, one of the receptionist should help patients who needs assistance greets patients, smile, little conversation _,Amazing doctor who helps in curing phycatric problems. Faced with sleepless disorder andhas ,Have been suffering from depression from long time was under treatment form another doctor bet he could not cure me I came to see Dr tauseef in November and by December end I was my old self I am feeling normal now he will start decreasing the dose.",500,Dr. Touseef,5.0,Psychiatrist
My Pysio Care,Hyderabad,BPTh/BPT,4,"I was,suffering from severe shoulder pain so her treatment gave me a relief she is very polite and humble and imam satisfied with her treatment , , i was suffering from back pain and also from severe leg pain she gave me the correct treatment and help me in recovery I never saw a doctor with lot of patience and perfections  so my advice plz visit her",200,Dr. Sana Tarannum   (Physiotherapist),,Physiotherapist
Omni Hospitals,Hyderabad,"Diploma in Medical Radio-Diagnosis, DNB - Radio Diagnosis, MBBS",4,,300,Dr. Ravindra Reddy,3.5,Radiologist
The Sanctum - Natural Birth Center,Hyderabad,"MBBS, DGO",14,". Me and my wife are grateful to have her during this difficult time. Thank you Doctor for everything.,We have visited sanctum for Pre-conception consultation, we got this reference from one of our friend. We met with Dr Vijay krishanan she asked some question about our health history then they gave a list of tests. we dont have an idea about those tests than she suggest that after the test you should show to dr vijay lakshmi she is a gynecologist. As per doctor suggestion we have done with those test which cost is around 12k, Then we met with Vijaya lakshmi and we have shown the reports she not even single look on the report just said y these reprots not required we were shocked nd we wont replied anything. But we both felt bad whats the use of these reports. she said y all these report these all are use less, she always suggests us to visit her own clinic which is in hafeezpet which is very far I don’t know why she suggest to come she is working here and always she want to visit her own clinic. one fine day she suggests one injection which helps to get pregnancy, so my wife took that injection then one fine day we got to know that she is pregnant. We inform to dr vijay lakshmi she again replied that visit to my clinic i will take care. after 2 days my wife got fever and sever headache i called her she not replied then i sent watsapp msg then she replied that in pregnancy fever is very danger asap come to my clinic, In this situation how mam she can’t walk mam plz suggest then she said take dolo 650 and after on hour get her to sanctum after one hour in that situation we went there almost we have waited around 2 Hours she not came in sanctum night shift nurse is there she said mam on the way she will come she gave one room and said take rest mam will come we have waited last 2 hours i dont know whats going on, her situation is not good no one is responding atlast the great lakshmi garu came its a normal fever then gave one injection total bill is 1500 she suggest urine test then she forgot about that test. That’s our very bad experience with vijaya lakshmi garu i don’t know y she is behave like that. After few days we have visted her clinc there is no scanning equipment’s for scanning she said tomorrow come to sanctum i will scan then we visited after scanning she said baby is good in condition she gave some tablets after few days we went to our hour home town in flight for one day. then we return my wife got pains then we visited to dr vijay lakshmi she always waiting time in she wont bother about patient condition this is second i have faced this situtaion ,we spoke to nurse please call her she is suffering with pains nurse intimate to her mam its urgent but she not replied,,at last she came and shouting on my wife why y u went to home tome then i said mam i asked you regarding this to u said k then we went then she replied nothing. then she scanned and said please take her to another clinic which is in hafeezpet my wife got heave bleeding in that situation i supposed to go. In that situation we went to Apollo cradle near to kondapur their doctor takes her to scanning room and explain the situation that she got early pregnancy and now she aborts. We both are speechless , I am not recommending to doctor vijay lakshmi in sanctum. ",500,Dr. Vijaya Lakshmi,,Gynecologist/obstetrician
Bodhi Wellness Centre,Hyderabad,BAMS,11,,300,Dr. Mohini Joshi Patil,,Ayurveda
Partha Dental,Hyderabad,"BDS, MDS - Oral Medicine and Radiology",6,,200,Dr. Swetha. P,,Dentist
Ankura Multispeciality Clinics,Hyderabad,"DNB - Neurosurgery, MBBS",9,Excellent doctor. Very much patient and friendly. In depth analysis of problem. Treatment is awesome,500,Dr. Arun Reddy,5.0,Neurosurgeon
Balaji Skin Clinic,Hyderabad,"MBBS, Diploma in Venereology",,,200,Dr. Ch. Chandra Shekhar,,Dermatologist
 Arun Jaiswal Clinic,Hyderabad,MBBS,,"Arun jaiswal sir the great pediatrician of secundrabad area,since I m last 17 years,he is service is very good,exxlent,....thanks sir..thanks a lot,...,I have been visiting him for the past 10yrs since my daughter was 2 yrs old.. he hardly takes anytime to diagnose the disease and prescribes simple basic medicine without any unnecessary tests and antibiotics...Super doctor ,my 2 months baby was continues crying but the doctor was unable to find the problem. And the hospital have to be clean it's very dirtythe doctor duty to put his clinic hygienic and the doctor have to be very friendly with patients ,he will not make us fear by telling the problem like other doctors ",100,Dr. Arun Jaiswal,3.5,Pediatrician
Vijay Marie Hospital,Hyderabad,"MBBS, Diploma in Child Health (DCH)",12,,150,Dr. Sunitha Mantri,4.5,Pediatrician
Asian Bariatrics Hospital,Hyderabad,"MBBS, MS - General Surgery",4,,500,Dr. Ayushka Ugale,5.0,General Surgeon
Star Hospitals,Hyderabad,"MBBS, MD - Anaesthesiology",15,,450,Dr. C Swetha,4.0,Anesthesiologist
Srikaar Orthopaedics & Physiotherapy Clinic,Hyderabad,BPTh/BPT,20,,250,Dr. Srinivasa Reddy P   (Physiotherapist),,Physiotherapist
"Radiant Hospital - Institute of Mental Health, Addiction & Rehabilitation",Hyderabad,"MBBS, Diploma in Child Health (DCH), Diploma in Child Health (DCH)",17,,800,Dr. Fatima W Nadeem,4.5,Pediatrician
iHearit Clinic,Hyderabad,BASLP,5,,300,Ms. A Sindhu,,Audiologist
Mind.fit - Gachibowli,Hyderabad,M.Sc Counselling Psychology,4,"They had told me to refund the money but didn't, I was a mindfit member and was getting 1 consultation free, i told them about this and the doctor told she will process the refund but never fot any refund.I had went there with my wife for some counseling but they informed that they do only single councelling and can't do couple counseling.My money got wasted and I i am still waiting for therefund.",1290,Ms. Lenni George,,Psychologist
Sigma Hospital ,Hyderabad,"MBBS, MS - Obstetrics & Gynaecology",11,,250,Dr. G. Swetha,,Gynecologist/obstetrician
Dr. Ramesh Babu Byrapaneni Clinic,Hyderabad,"MBBS, MD - General Medicine, DM - Cardiology",28,,500,Dr. Ramesh Babu Byrapaneni,,Cardiologist
KIMS - Krishna Institute of Medical Sciences,Hyderabad,"MBBS, DNB - Cardiothoracic Surgery, MCh - Cardio Thoracic Surgery, MRCS (UK), FRCS - General Surgery",20,"He is very considerate , He asked for lot of details and particular about age. Good",500,Dr. Nagaradona Sreedhar Reddy,4.5,Cardiothoracic Surgeon
Bombay Poly Clinic,Hyderabad,MBBS,3,,150,Dr. P.K N Rasool,,General Practitioner
Pulse Medical Centre,Hyderabad,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",,,150,Dr. E Venkata Ramana Reddy,,Pediatrician
Vasan Dental Care,Hyderabad,"BDS, MDS",13,Very Nice Pedodotist ,100,Dr. Sreekanth Kumar Mallineni,,Dentist
Sigma Hospital ,Hyderabad,"MBBS, MS - Orthopaedics",13,,250,Dr. M.Kiran Reddy,,Orthopedist
Suraksha Children Hospital,Hyderabad,"MCh - Plastic Surgery, MBBS",12,,650,Dr. Ranga Swamy,3.5,Plastic Surgeon
KIMS - Krishna Institute of Medical Sciences,Hyderabad,"MBBS, DNB - General Medicine, DNB - Gastroenterology",12,"Good experience. Very patient and explained in details what the problem is and various option possible.,Sir doctor nitish prathap. Sir I am really satisfied your treat ment. Doctor nitish prathap. He is very friendly, he was not say unnecessary tests. He is time spend for patients, ",500,Dr. Nitesh Pratap,4.5,Gastroenterologist
GMH Health Care Centre,Hyderabad,"MBBS, MD - Radiotherapy",48,,500,Dr. K. Ramesh Kumar,,Oncologist
Dr. Manu's Homeopathy Clinic,Hyderabad,BHMS,21,"My  Dad was suffering from PARKINSON'S  for last 6 years got bed ridden with 24/7 nurse, we tried all the  English, Ayurveda, Kerala medicines but in vain, . We are taking treatment for last 1 year. Presently for the last 3 months he is almost limping back to normal routine. Every day 6:00 am goes to Community Park for a walk, he goes to grocery and Farmers market twice in a week(all by himself) . Thank You ! ,My father has been suffering from thyroid. In 6 months my mother case is closed. 100 percent cured. ",300,Dr. Krishnaveni,,Homoeopath
Physio Cura,Hyderabad,BPTh/BPT,10,"EXCELLENT KNOWLEDGE & TREATMENT...with best attention to the pain areas, with detailed explanation for the cause and perfect evaluation.",100,Dr. V. Naga Jyotsna   (Physiotherapist),,Physiotherapist
Star Hospitals,Hyderabad,"MBBS, MD - General Medicine, DNB - Cardiology",26,,450,Dr. Y Suman Vyas,4.0,Cardiologist
Avisha Rehab Centre,Hyderabad,BPTh/BPT,11,,400,Dr. P MARIYAN RAJU   (Physiotherapist),,Physiotherapist
Aditya Hospital,Hyderabad,"MBBS, DNB - General Surgery",11,,150,Dr. Jotiba Ravaji Chaughule,3.5,General Surgeon
Clove Dental,Hyderabad,MDS - Conservative Dentistry & Endodontics,3,,250,Dr. Sreetheja Upadhyayula,4.0,Dentist
Little Stars Children's Hospital,Hyderabad,"MBBS, MD - Pediatrics, DM - Pediatric Neurology",16,Very nice he is 100 % trying to solve my child problem and sure he's solve the problem.I have that much of confidence ,700,Dr. Ankush Singh,4.5,Pediatrician
madhu clinic  thirumalanagar  Bnreddynagar  hyderabad,Hyderabad,MD - Anaesthesiology,5,,250,Dr. Madhu,,Anesthesiologist
Shiva Physiotherapy Clinic,Hyderabad,BPTh/BPT,9,,200,Dr. Jyostna   (Physiotherapist),,Physiotherapist
GVN Medical Center,Hyderabad,"MBBS, MD - Obstetrics & Gynaecology, DGO",32,"I am gonchala Tripura sundari.i am pregnant.very good doctor.i am happy with dr.shoba madam.very nice.,very nice talking her.",550,Dr. Shobha,,Gynecologist/obstetrician
Himagiri Hospitals,Hyderabad,M.D. (Psychiatry),6,,500,Dr. Veerabhadram,4.0,Psychiatrist
Ayucure Clinic,Hyderabad,"BAMS, MS - Ayurveda",20,,250,Dr. Vijay kumar G,,Ayurveda
Smile Care Dental Hospital,Hyderabad,"BDS, MDS",27,,200,Dr. V. Ramana Kumar,,Dentist
Vasan Dental Care,Hyderabad,BDS,8,Doctor was friendly and clearly explained me in detail what needs to be done for my problem. All together it was nice experience.,100,Dr. Vijaya Lakshmi Guday,,Dentist
Madhu Endodontics and Dental Implant Centre,Hyderabad,"MDS - Conservative Dentistry & Endodontics, BDS",6,,300,Dr. Arjun Thiruvaipati,,Dentist
Care Hospitals,Hyderabad,"MBBS, MD - General Medicine, DM - Rheumatology",9,"Not really satisfied as other than invasive techniques to cure few scars, doctor doesn't advise any better options. Going under the knife is the only treatment left these days..",500,Dr. Kayidhi Sunitha,4.0,Rheumatologist
Uni Care Health Centre,Hyderabad,"M.Phil - Psychology, PhD - Educational Psychology",,,550,Dr. Shanmukhi   (PhD),,Psychologist
Asha Hospital,Hyderabad,"MBBS, M.D. (Psychiatry)",7,,700,Dr. Chytanya Deepak,3.5,Psychiatrist
Sathya Kidney Centre & Super Speciality Hospitals,Hyderabad,DM - Nephrology,2,,350,Dr. Anil Mudda,,Nephrologist
Thatha Hospital,Hyderabad,BPTh/BPT,8,,250,Dr. Bhanu Chander   (Physiotherapist),,Physiotherapist
KIMS BiBi Hospital,Hyderabad,"MBBS, DM - Oncology",9,Bad experience....  Doctor should have  patience to explain the problem and listen the queries of patient.,400,Dr. P. Radhika,4.0,Oncologist
Omni Hospitals,Hyderabad,"DNB - Cardiothoracic Surgery, MBBS",,"I have visited y.p.raju sir regarding my mothers issue and the way he communicated and explained the things to me was very nice, he used to listen to my mother very patiently and he reply her back very patiently.,It is my personal experience with Dr. Sir treated patient like a family actually I didn’t find medicine near my area he given Num of pharmacy where that medicine available I really thank ful to Dr Y P Raju sir ad a very good nature person.",400,Dr. Y. P. Raju,3.5,Cardiologist
OMNI Hospitals,Hyderabad,"MBBS, MD - General Medicine",17,,580,Dr. Seshidhar,4.0,Internal Medicine
Citizens Specialty Hospitals,Hyderabad,"BSc - Dietitics / Nutrition, M.Sc Food Science and Nutrition",20,"I'm satisfied with the diet she suggested, I'm very thankful for giving a good diet plan as well for referring to a good gynaecologist(jyothi mam).,Very nice and professional. She has clarified what problem I have and smoothly helped me out with a 10 days diet chart and asked to come after 10days and she described the problem very nicely . ,Understand the problem and provided the required diet sheet. So preferred this docter for all my friends and relatives.,She listened to all the queries very patiently and asked about all the medical issues currently I am having and finally made a elaborated customised diet chart.",300,Ms. Chinna Sai Namballa,4.5,Dietitian/nutritionist
Maxi Vision Super Speciality Eye Hospital,Hyderabad,"MBBS, DO",,,100,Dr. Pamba Venkateswarlu,,Ophthalmologist
Shreya Sharddha Infertility Clinic,Hyderabad,MBBS,,"she handled my case with complete reaponsibility n gave me very good advices as i was suffering with diabetis cardio problem and thyroid problem she manage to make me come out of this problems during my complete pregnency and my baby was healthy ..thank u doctor ,Dr Indira Dayanand is well known for analyzing the issues with the pregnency,  she tackles the problems with interest. I suggest this doctor., why do the patients needs to wait for 3-4 hours.if all any emergency even it is needed to wait more than 3 hours???????!waiting hours are more!!!!",200,Dr. Y.Indira,,Gynecologist/obstetrician
Sweta's Electro Homeo Centre,Hyderabad,BEMS,4,She ask me some questions about my self.... then she understand my problems... now I am taking her medicine... good experience,200,Dr. Sweta Sinha,,Homoeopath
Sunshine Hospitals,Hyderabad,"MBBS, MS - ENT",40,,700,Dr. P Venugopala Reddy,4.5,Ear-nose-throat (ent) Specialist
Aditya Hospital,Hyderabad,BAMS,6,,150,Dr. M Nawaz,3.5,Ayurveda
Jaya Bhushan Hospitals,Hyderabad,MS - Obstetrics & Gynaecology,3,,300,Dr. Babitha Koganti,4.5,Gynecologist/obstetrician
Sri Venkateshwara Polyclinic,Hyderabad,"MBBS, MD - Dermatology , Venereology & Leprosy",7,,200,Dr. Mamidi Sridevi,,Dermatologist
Apollo Life Studio,Hyderabad,BPTh/BPT,5,,800,Dr. Ratna Deepika   (Physiotherapist),5.0,Physiotherapist
Rainbow Children's Hospital,Hyderabad,"MBBS, DGO, Post Doctoral Fellowship in Reproductive Medicine",14,does not give consideration and uses such harsh language which is not at all good. I do not recommend this doctor and wil never vist again in the future ,600,Dr. R L N Renuka,3.5,Reproductive Endocrinologist (infertility)
Suraksha Children Hospital,Hyderabad,MD - Pediatrics,8,,650,Dr. Adiseshamma .T,3.5,Pediatrician
