Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
Sai Venkatammal Physiotherapy Clinic,Chennai,BPTh/BPT,15,,200,Dr. L. V Ananthakrishna   (Physiotherapist),,Physiotherapist
Janani Hospital,Chennai,"MBBS, MD - General Medicine, DM - Cardiology",7,,300,Dr. V. Mahadevan,,Diabetologist
Dr. A.C Aruldas Hospital,Chennai,"MBBS, DNB - Obstetrics & Gynecology, MS - Obstetrics & Gynaecology",18,,200,Dr. Betty Agnus,5.0,Gynecologist/obstetrician
Apollo Hospital,Chennai,"MBBS, MS - Orthopaedics",21,,1000,Dr. C. Lenin,3.5,Orthopedist
"Yoga, Naturopathy and Homeo Clinic",Chennai,BNYS,5,"Kind and caring.  I have consult this DR for my weight reduction. Followed her advice and exercises, drastically weight is getting reduced. I would recomend everyone,Went for weight reduction program and reduced drastically in healthier way... She is so friendly and helps us in right way ",200,Dr. N.Sindujhaa,,Yoga And Naturopathy
Be Well Hospital,Chennai,"MBBS, MD - Dermatology , Venereology & Leprosy",11,,500,Dr. Rathy,5.0,Dermatologist
Bloom Fertility & Healthcare,Chennai,"MBBS, M.D. (Psychiatry)",6,,1000,Dr. Prarthana Saraswathi,4.5,Psychiatrist
Karlos Sports Science Physio-Theraputic Care,Chennai,BPTh/BPT,4,V approachable. Explains the  issues if asked. Doesn't hesitate to pitch in whenever called or needed. ,500,Dr. D. Saranya   (Physiotherapist),5.0,Physiotherapist
Mother's Pediatric Therapy Center,Chennai,Bachelor of Occupational Therapy (BOT),15,"My child has been  attending therapy for about 6 months, I can see a lot of improvement via communication skills and her motor abilities has also increased...Staffs working there are very friendly and they do their best towards the child's improvement...",300,Ms. P. Sivasankari,,Occupational Therapist
Kavin Multispecility Dental Care,Chennai,BDS,10,,100,Dr. K Vinoth,,Dentist
My Dental Studio,Chennai,BDS,5,,200,Dr. Yashwanth Gowtham,,Dentist
Sri Lakshmi Clinic,Chennai,MD - General Medicine,,,200,Dr. K.Vengadakrishnan,,Diabetologist
SIMS Hospital,Chennai,"MBBS, MD - General Medicine, DNB - Cardiology",24,"Doctor is very professional, listens carefully , Friendly and very cooperative, comes to treat every time there is a need , some time he didn’t even charge his Consultation fee , he is also responsive Virtually whenever there is a need . My father had gone through angioplasty even though it was delayed presentation, with the grace of god doctor healed ( placed drug eluted stent ) Successfully.",800,Dr. T S Srinath,4.5,Cardiologist
Sunshine Multispeciality Homoeo Clinic,Chennai,BHMS,10,"The doctor listens to every word I say. She asks questions to get things clear.,I have visited her menstrual problems, viral infection. Every issue has been solved. Now she has become my family doctor. My whole family is satisfied with her treatment. ,Patiently listening repetitive questions/doubts and clearly explaining the cause for health problem and treatment.,My mom had very gud relief on her knee pain after meeting her. She s gud ,polite ,cool n handling patients esp old age .,I would like thank Practo for referring this doctor. , Value 4 Mani",750,Dr. Vinodhini,,Homoeopath
VS Hospitals - Advanced Cancer Care,Chennai,"MBBS, Diploma in Medical Radio-Diagnosis, DNB - Radiotherapy",14,,500,Dr. Subathra,5.0,Oncologist
Back & Pain Centre,Chennai,"MBBS, MD - Anaesthesiology",5,,500,Dr. Sakthi Vignesh,5.0,Pain Management Specialist
Murugan Hospitals,Chennai,"MBBS, MS - General Surgery, MCh - Endocrine Surgery",23,,350,Dr. S Uma Devi,5.0,General Surgeon
Newlife Homoeopathy Specialty Centre,Chennai,"MD - General Medicine, BHMS",15,"Hi I am karthik. I am facing hairloss for last 1.5years so I am taking homeopathy treatment now. I has following doctors instruction daily.  I hope with this clinic  with out side effect my problem will be cure soon. ,Good, but i have visited just once and i am following his prescribed.",500,Dr. Prof. A.Rajendra Prasad,,Homoeopath
Karlos Sports Science Physio-Theraputic Care,Chennai,BPTh/BPT,10,Physiotherapist have Well knowledge about the condition and she is friendly and helpful staff &Good environment ,500,Dr. Bhavani   (Physiotherapist),5.0,Physiotherapist
Raadha Rajendran Hospital,Chennai,"MBBS, MD - Dermatology , Venereology & Leprosy",12,"The doctor was patient enough and clarified many of my doubts. She was , easily approachable. ",400,Dr. Radha Raja Prabha,,Dermatologist
Suman Clinic,Chennai,"MBBS, MS - Orthopaedics",8,,500,Dr. Karthik anand,3.5,Orthopedist
Dr. Kamakshi Memorial Hospital,Chennai,"MBBS, MCh - Neuro Surgery, MS - General Surgery",,,600,Dr. M. M. Shankar,4.5,Neurosurgeon
Sulochana Dental Centre,Chennai,"BDS, FFDRCSI, FICS",20,,250,Dr. Naveen Jayakumar,,Dentist
Life Healthcare Multi Specialty Rehabilitation Centre,Chennai,"BS - Psychology, MSc - Applied Psychology",5,"The treatment methods are good, useful and helpful. The goals of the treatment and the nature of problems need to contracted like enhanced self concept, reduction of self destructive/acting-out behaviour, increased trust, reciprocacity, emotional closeness to parents etc. Clear and concrete goals which are framed positively, stated in specific to behavioural terms, realistic and achievable need to be contracted to achieve a sense of ownership, to achieve motivation. Developing an understanding of the problems is essential and a belief that it can be solved is essential. It determines responsibilities and roles. Reframing problems as goals will help reduce perception of helplessness by establishing realistic goals. As the therapist attributes the person's success to her own efforts, feelings of inadequacy and negative self image will be reduced, the client can now perceive herself in positive light. It facilities accountability and self esteem. It promotes positive relationship with a focus on willingness to accept and comply with behaviours and goals within the context of a relationship. This will make the therapy whole, will remove a state of helplessness, increase self-esteem/confidence as the goals are achieved, will help to take accountability to regulate emotions rather than acting-out, will enable to see the client in positive light and removes self doubt ( I can change , I can be in control, I can be determined, and I can live positively, I can form relationships without people running away from me) ,I'm a studious student when I was 10th std...with confident and brave...after joining a international hostel with a fire to get top Marks in 12std..But I was bullied and had a homesick and due to teachers partiallity I was in mental depression with fear of facing and  touching books and even for facing people...I went to 2 psychiatrist and they get lots of money in the name of treatment but nothing happened and my father lost the hope on me...no one is there to guide me but many were there to criticize me ...even my father mother and sister...no one helped to overcome my fear or no one is there to support and guide me to overcome my fear..I was very much in depression and stress...as a ambitious girl and had a fire of getting success in my life but I cant overcome my fear and suffered a lot...at last with a hope on God...I searched a psychologist here...and i got wonderful psychologist her name is Ananthi in life health care hospital..she seems to be God to me  ..my heart is filled with gratitude for her...seriously with 3 days I overcome my fear...if u guys believe me or not that's true...she gave lots of therapy and she guide me a lot.. even when I call at 12 am at midnight she use to response without any hesitation ...she gave lots of homework and assignment and motivation ..I have 2 months for my 12th exam...now I gained confidence and interest definately I will get good Mark in my 12th..now I had hope that after 2 years break I overcome my fear and I will join the college in July.. thanks to Dr.Ananthi mam.. who changed my life ...at last God helped me through her...,Ananthi doctor was very polite , kind and friendly. I feel fresh n energetic after I took counseling from her. She keeps our problem as confidential and discussion very friendly. She keeps monitoring her patients once they cure completely. she can help us through Mobile or online. Improvements can seen after her therapy is provided and her treatment is very good. I found her as  very effective listener for personal issues and approaches us motivating positively. I would strongly recommend Ananthi doctor for stress and depression counseling..She gave 100% treatment with caring..,I felt comfortable to share all my feelings with the counseller.... I felt secured......I was able to change my attitudes....... This counselling helped to realize who am I.....i felt this counselling was with for me🤩",800,Ms. Ananthi,4.5,Psychologist
SIMS Hospital,Chennai,"MBBS, MD - Obstetrics & Gynaecology",24,,800,Dr. N S Saradha,4.5,Gynecologist/obstetrician
ANN Hospital,Chennai,"MBBS, MD - General Medicine, DNB - Cardiology",25,"doctor was very friendly,and he explained very  clearly and he was good humen being.i recommend to this doctor.",350,Dr. G.Venkatesh,4.0,Cardiologist
Rajamanohari Orthopaedic Clinic,Chennai,"MD - Physician, DNB - Orthopedics/Orthopedic Surgery",9,,300,Dr. Prashant Madan Mohan,,Orthopedist
Ayurshi Ayurveda Panchakarma Centre,Chennai,BAMS,6,"Satisfied in all aspects. The treatment is of high calibre. The passion of Dr.Aravind to provide Ayurvedic treatment to present day ailments is reflecting in their work. Special mention is to be made about the soothing environment created in the clinic.  ,Very rarely we come accross genuene people and honest health centres, especially in a city. Ayurshi is undoubtedly one such clinic. Down to earth approach towards health. I got my very rare skin disease cured here which was seemingly impossible for many doctors. I fell in love with the exclesive deit being adviced here..All the best Ayurshi Ayurveda ..,I used to be a patient of Dr Aravind's father, an illustrious practitioner of traditional medicine. In recent times, I have been treated by Dr. Aravind and I find that besides his formal education, his treatment is guided by the wealthy experience of his father. I had vertigo and spondylitis issues that have been successfully treated and cured. Recently, my thyroid has been playing up and that too has been carefully treated by Dr. Aravind. At Ayurshi, Patient Care is Paramount. Fee only comes next. Hence, patients can be sure that they are in safe hands. All the more as they have the divine grace of Bhagawan Ramana of Tiruvannamalai shining upon them always. ,I had sinus for many years and my grandmother suffered with spondylitis. We both got fast recovery and completely cured with his medication and diet. Thank you Dr. Aravind Bharadwaj",500,Dr. D Aravind Bharadwaj,4.5,Ayurveda
SIMS Hospital,Chennai,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",12,,800,Dr. C Nivedita,4.5,General Surgeon
KS Speciality Clinic,Chennai,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",9,,250,Dr. J.Shivakumar,,Orthopedist
Manas Sarovar Wellbeing Centre,Chennai,MSc - Psychotherapy And Counselling,6," enables her to understand the issue which has build up inside the patient, also the way she explained it to me couldn't have been better.,I had severe anxiety and depression for years. I booked an appointment for a session, the wait time is little to none and the way she treats you is really soothing and makes you feel comfortable. She has helped me with controlling my anxiety and overcoming negative thoughts in a way that I thought would never ever happen. She suggested me Cognitive Behavioural Therapy and Hypnotherapy sessions and it worked wonders. I will suggest her in a blink of an eye if you are really struggling with your mental well being and life. ,i went for couple of session i was completely out of so many problems. our inner soul is so beautiful and calm. After hypnotherapy my anger reduced.i started seeing things in positive manner. Anupama is really amazing human, sitting and talking to her will make us realize the mistake we did and also we will get a solution for the problem. she is down to earth human being. Anupama therapy room will give u relaxation and positive vipes. Anu does everything out of love and patience. Guys if anyone need some counselling or hypnotherapy trust me and meet anu you will betterment in your life. ,The session taught me to see another perspective of my life.The counselling session helped me to figure out the problems and how to deal with it. My mind was so calm and relax at the end of the session. Waiting for another session to interact. ",600,Ms. Anupama,5.0,Psychotherapist
Physio Plus Physiotherapy,Chennai,"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy",22,,200,Dr. R. Prasanna   (Physiotherapist),,Physiotherapist
IDA CLINIC,Tirunelveli,MS - General Surgery,23,,300,Dr. Benet Duraisamy,,Gastroenterologist
Raadha Rajendran Hospital,Chennai,"MBBS, DGO, MD - Obstetrics & Gynaecology",42,,400,Dr. Hepzibah Kirubamani,,Gynecologist/obstetrician
SIMS Hospital - Nungambakkam,Chennai,"MBBS, MD - General Medicine",44,,800,Dr. A Balasubramanian,4.5,Internal Medicine
Vijaya Physiotherapy Clinic,Chennai,BPTh/BPT,,"I got remedy and good guidance for my neck pain and other physio related problems with this physiotherapy Centre when compared to other centres in city of Chennai., The doctor has not only helped me get rid of the prolonged shoulder and neck pain after regular treatment but got into the root cause of the problem which I hardly find other doctors doing it. Totally economical. ",100,Dr. C.Usha Kiran Reddy   (Physiotherapist),,Physiotherapist
Chopra Dental Care,Chennai,"BDS, MDS",20,,200,Dr. Bhuvaneswari,5.0,Dentist
Iniya Clinic,Chennai,"MD - General Medicine, MBBS, Diploma in Anesthesiology",6,,200,Dr. Kathiravan Rajamani,,General Physician
Dr. Ganesh Homeopathy Clinic,Chennai,"BHMS, MD - Alternate Medicine",15,It was a whole new experience for me. The doctor asked questions covering every detail  of my complaints and patiently explained all my questions. Happy that chose homeopathy and got relieved of all my complaints now. ,300,Dr. Ganesh Lakshmanan,,Homoeopath
Absolute Esthetics,Chennai,"BDS, MDS - Oral & Maxillofacial Surgery, Fellowship in Aesthetic Medicine",12,"She is very friendly , really happy with the results.Thank you Dr Gayathri",300,Dr. Gayathri G,,Dentist
Murugan Hospitals,Chennai,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",14,,500,Dr. Sharada R C,5.0,Pediatrician
Arogya Clinic,Chennai,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics, DM - Gastroenterology",37,,500,Dr. Shankarnarayanan,4.5,Gastroenterologist
Shristi Child Developmental Center,Chennai,"BASLP, Master of Public Health (MPH)",5,"My Son speaks now because of him, we are very satisfied with his teaching, such a amazing person we ever seen in life. Hardworker, Dedicated, Humble and very sincere to his work.He is doing great Job. According to us, he is the only person to give best speech training in Chennai. Keep going Sir..,Friendly talking,My child had severe autism and no verbal output.After consultation with him and regular therapy session. Ryt now my child speks in sentence level with in a 6 months of period.The doctor is very friendly and his therapy session are excellent. And he allowed the parents inside the session and guide us what to do in the home. It is really helpful for us to work with our child in home.",350,Mr. Arulmurugan,,Speech Therapist
Aswene Soundra Hospital And Research Centre,Chennai,"MD - Pediatrics, Diploma in Child Health (DCH)",33,,300,Dr. G S Prasad,5.0,Pediatrician
Gayatri Hospital,Chennai,MBBS,,,50,Dr. K Siva Prasad,,Gynecologist/obstetrician
Gajanan Hospitals,Chennai,"MBBS, MD - Anaesthesiology",16,He is really friendly and explained about the treatment very well.He explain about the treatment in a easy manner to understand.,300,Dr. Anand,3.5,Anesthesiologist
Kamal's Multispeciality Dental Clinic,Chennai,BDS,13,,100,Dr. Kamala Kannan,,Dentist
Krish Dental Care,Chennai,BDS,13,,100,Dr. Sri Lakshmi,,Dentist
RNR Dental Clinic,Chennai,"BDS, MSc",13,,500,Dr. R.Narasimha Raghavan,,Dentist
Hindu Mission Hospital,Chennai,"MS - ENT, MBBS",3,,200,Dr. Andrew Thomas Kurian,3.5,Ear-nose-throat (ent) Specialist
Maruthi Siddha Clinic,Chennai,BSMS,13,She is very friendly to patient. And explained about medicine well. I am satisfied with her medication ,150,Dr. Papitha. V,,Siddha
Apollo Hospital,Chennai,"MBBS, MRCS (UK), FRCS - Trauma & Orthopedic Surgery",18,,1000,Dr. Praveen Kumar K,3.5,Orthopedist
Shree Raghavendra Hospital,Chennai,MBBS,,,150,Dr. S.Ramesh Kumar,,Ear-nose-throat (ent) Specialist
Shanthi Kaavery's Elite Diet Studio,Chennai,"MSc - Dietitics / Nutrition, Phd - Food/Nutrition",20,The information and detailing given by Dr Shanti were extremely appreciative. The way she suggested the proper way to follow the diet guidelines was clearly put forth.  On the whole she is an excellent doctor with a lovely smile :).,1000,Ms. Shanthi Kaavery,,Dietitian/nutritionist
Toothstation Dental Clinic,Chennai,BDS,18,,200,Dr. Thomas P Mathew,,Dentist
M R Hospital,Chennai,"DNB - Ophthalmology, MBBS",16,,300,Dr. B Shobana,,Ophthalmologist
Desire Aesthetics,Chennai,BPTh/BPT,18,Hospitality was very nice.doctor treat very friendly type but one major negative focus fees frequently and every day torches by phone call that was most irritating me.,300,Dr. Devanesan.M   (Physiotherapist),5.0,Physiotherapist
Vs Hospitals - Multi Speciality,Chennai,"MBBS, Diploma in Gynaecology & Obstetrics, DNB - Obstetrics & Gynecology",7,,400,Dr. L V Anuradha,4.5,Gynecologist/obstetrician
Ranga's Dental Clinic,Chennai,BDS,11,,70,Dr. Dinesh Kumar,,Dentist
Jeeva's Dental Care,Chennai,BDS,8,"Though the interaction was need based it would have been better if the doctor had given some useful tips on further  enhancing oral hygiene or on any preventive measures  to be taken.,Simply say nice experience with Jeeva's dental clinic. Doctors are patient friendly. After treatment they gave proper advice for food and other things.",200,Dr. Myvizhi,5.0,Dentist
Modern Dental Clinic,Chennai,"BDS, MDS - Periodontology and Oral Implantology",11,,150,Dr. Mohamed Shafi T.K,,Dentist
Be Well Hospital,Chennai,"MBBS, MS - ENT",6,,500,Dr. Vignesh Raj,5.0,Ear-nose-throat (ent) Specialist
Vs Hospitals - Multi Speciality,Chennai,"MBBS, MS - General Surgery, DNB - Obstetrics & Gynecology",32,,300,Dr. B V Sreedevi,4.5,General Surgeon
Dr.N.P.Reddys Homoeopathy Clinic,Chennai,BHMS,10,,150,Dr. Prathyusha Kumar,,Homoeopath
C G Dental Clinic,Chennai,BDS,12,,100,Dr. Deepa. C,,Dentist
Baby Hospital & Vaccination Centre,Chennai,"Diploma in Child Health (DCH), MBBS",17,,100,Dr. Raja Sudharsan,,Pediatrician
Kumaran Hospital,Chennai,"MBBS, MS - General Surgery, MCh - Vascular Surgery",19,,500,Dr. Ilaya Kumar P,4.0,General Surgeon
Prashanth Multispeciality Hospital,Chennai,"MBBS, MS - Orthopaedics, Diploma in Orthopaedics",32,"I've visited doctor for my joint replacement surgery, Doctor treated me well and now I'm totally alright,My feet was swelling badly and I got smelly issues, then I came to know about doctor and booked an appointment, Now I'm totally alright. ",500,Dr. Leonard Ponraj,5.0,Orthopedist
Arun Uro Clinic,Chennai,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",18,,600,Dr. B .Arun Kumar,,Urologist
Kumaran Hospital,Chennai,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery",27,,500,Dr. Velmurugan R,4.0,General Surgeon
"Ear, Nose, Throat, Head & Neck Clinic",Chennai,"BDS, MDS - Periodontology and Oral Implantology",10,,500,Dr. M Divya,,Dentist
Noble Hospital,Chennai,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",19,"The right time appointment kept up. Listened to the problem with utmost care and explanation given thereafter, no unnecessary conversations, friendly movement, etc. ",600,Dr. Parthasarathy Srinivasan,4.5,Orthopedist
ANN Hospital,Chennai,MD - Obstetrics & Gynaecology,17,Very kind and caring towards the patient.. she is very down to earth. She made me feel the whole pregnancy journey easy... Worth the money...,350,Dr. Chitra Sundararajan,4.0,Gynecologist/obstetrician
Psy Hub,Chennai,"MBBS, M.D. (Psychiatry)",4,"He always keep his patients as his priority not profession.I am extremely thankful for all his helpful suggestions he is very friendly and caring...He was very patient and calm in responding to my queries...After talking to him I felt relaxed and stress free.....he is one of the few doctors who really follows the professional ethics ,Doctor is very friendly and courteous.  Spends good amount of time understanding the patient and prescribes medicines that would best suit them.  Always suggests that happiness is a choice that every individual should make.  I am personally satisfied with the treatment given to me.,Genuine care and concern to patients and their overall health . Very friendly approach. ",1000,Dr. Ardhanaari. M,,Psychiatrist
Elizabeth Mother Children Hospital,Chennai,"MBBS, DNB - Paediatrics",8,"She is the best doc we have seen. Our kid was affected with diarrhea in Jan. We consulted two doctors but the kid didn't show any better results. Finally we met Dr. Prahada. She is so patient to explain the cause of the sickness, explained the precautions and side effects for the medicine a. Our goodness, my son recovered completely. Many thanks to Dr Prahada. She is definitely the best.  ",300,Dr. Prahada J,5.0,Pediatrician
MyoKare Physiotherapy and Rehabilitation Centre ,Chennai,BPTh/BPT,20,It's been just 5 days since I am visiting Dr. Chandrakant for the therapy for Bells Palsy which I developed some time back. I find him very dedicated and focused.  ,500,Dr. Chandrakanthan   (Physiotherapist),,Physiotherapist
S R Multispeciality Hospital,Chennai,"MBBS, MS - General Surgery, MCh - Neuro Surgery",21,After Surgry make by Dr.Suresh Bapu my Wife is ok Condition she is smile with her two eyes I thanks Docter and his Team. Dr.Suresh Bapu is very Coperative natur and look like as a Friand Again Thanks to Dr. Suresh Bapu,500,Dr. Suresh Babu T,,Neurosurgeon
Abhijay Hospital Pvt Ltd,Chennai,"MBBS, MS - General Surgery",41,,1000,Dr. A. Ravi,3.5,General Surgeon
Recnac Oncology Clinic,Chennai,"MS - ENT, MCh - Oncology",13,,300,Dr. Sri Prakash,5.0,Head And Neck Surgeon
Be Well Hospital,Chennai,"MBBS, MS - General Surgery, MCh - Urology",23,,300,Dr. Praveen kumar,,Urologist
Sabari Physiotherapy & Yoga Clinic,Chennai,"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy",,,150,Dr. G. P. Preetha   (Physiotherapist),,Physiotherapist
Shree Maternity & Shyam Child Care Centre,Chennai,"MS - Obstetrics & Gynaecology, MBBS",7,,200,Dr. Himabindu Vayyala,,Gynecologist/obstetrician
Sri Balaji Hospital,Chennai,"MBBS, MD - Anaesthesiology",8,,500,Dr. D Lakshmi Sudha,5.0,Anesthesiologist
C.U. Shah Clinic & Diagnostic Centre,Chennai,"BPTh/BPT, Diploma in Naturopathy & Yogic Science (DNYS), PhD - Yoga",9,Knows her job well and has magic in her hands. Highly recommended for any physiotherapy related ailments ,150,Dr. Akshaya Mirchandani,,Physiotherapist
The Capstone Clinic,Chennai,"MBBS, DO",32,,750,Dr. Pravin Tellakula,5.0,Ophthalmologist
Thejesh Ayurveda Vaidhya Sala,Chennai,BAMS,11,"I had meniscus tear in my right knee due to fall from bike last year, I had treated from my nearest Ortho hospital,took medicine for 6 months and physiotherapy also. Even though i had slipped in fast walking, my friend refer to Dr.Vijayakumar.He gave bandhanam and medicine for first 15 days,later he advice Kizhi,I feel difference while walking now there is no slip while fast walking.Thanks to Dr.C.Vijayakumar,I had back pain,  disc bulge in L4, L5",200,Dr. C. Vijayakumar,,Ayurveda
Physiocure Physiotherapy Clinic & Fitness Centre,Chennai,BPTh/BPT,15,,150,Dr. K. Krithika   (Physiotherapist),,Physiotherapist
Lily Dental Clinic,Chennai,BDS,13,"I had a dental emergency and had to travel to Indonesia   and Dr. Christy  and her team were exceptionally accommodating beyond the call of duty . Doctor did an immediate diagnosis, gave me a complete explanation, then she and her team  fixed the problem.. root canal treatment was done for the  two molars  that where giving me excuriating pain  and had me on my way in no time at all.  the fixed crowns have also  set in naturally.  Thanking Dr. Christy and  her team . Highly appreciating the professionalism. ",200,Dr. Christy Angeline,,Dentist
Smilesparks Orthodontics and Dental Center,Chennai,BDS,8,,3500,Dr. Muruganand,5.0,Dentist
Adithya Ortho and Women's Specialty Clinic Clinic,Chennai,"MBBS, MS - Obstetrics & Gynaecology",15,,160,Dr. Swarnapriya,,Gynecologist/obstetrician
Sri Balaji Hospital,Chennai,"MBBS, MS - General Surgery",24,,600,Dr. Jagannathan,5.0,General Surgeon
Lily's Child Care,Chennai,"MD - Pediatrics, MBBS",5,Dr.Dinesh is very good at analysing the disease and explaining what the trouble is. His friendliness with kids makes kids comfortable and kids are able to explain what their problems are....Dr.Dinesh has become our family doctor now 👍🤘,200,Dr. Dinesh Kumar,,Pediatrician
Promed Multi Speciality & Diagnostic Centre,Chennai,"MD - Dermatology , Venereology & Leprosy, MBBS",6,,300,Dr. Manjumeena,5.0,Dermatologist
Sri Ananth Medical Center & Fertility Clinic,Chennai,"MBBS, MS - General Surgery, MCh - Urology",16,,300,Dr. Achi Ranganath Bhaskarapprakash,,Urologist
Pebbles Therapy Centre,Chennai,"MSc, Bachelor of Occupational Therapy (BOT), Master of Occupational Therapy (MOT)",17,,280,Ms. Geetha Surendraj,,Occupational Therapist
Physio Care N Cure,Chennai,BPTh/BPT,19,"Taking physiotherapy at home for my relative, who has spine injury for the past 5 months with this therapist. Gives an efficient and relevant treatment for her within her limitation  and slowly increases her tolerance without any undue hardship on her part. She has shown remarkable recovery under his care.",400,Dr. Lakshmanan K   (Physiotherapist),,Physiotherapist
St Thomas Hospital,Chennai,MBBS,7,Good experience. I would recommend her highly. Spends time with patients to answer our doubts and questions regarding the disease. ,300,Dr. Minu Chandran,5.0,General Practitioner
Venkateshwara Hospitals,Chennai,"MD - Anaesthesiology, MBBS",9,,500,Dr. Prabhu Thilaak,,Pain Management Specialist
Parveen Multispeciality,Chennai,"MBBS, M.Ch - Orthopaedics",15,,500,Dr. Mohammed Azeez Ahmed,,Orthopedist
Brain Tree Therapies,Chennai,BPTh/BPT,12,,200,Dr. Senthilkumar   (Physiotherapist),,Physiotherapist
Vasan Eye Care Hospital,Chennai,"MBBS, MD - Ophthalmology",16,,100,Dr. S. T. Balasubramaniam,,Ophthalmologist
The Capstone Clinic,Chennai,"MBBS, MD - General Medicine, DM - Cardiology",33,,1000,Dr. Pramod Kumar K P,5.0,Cardiologist
Mugappair West Medical Clinic,Chennai,"MBBS, MD - Pediatrics, DM - Neonatology",15, recommended to others. Friendly and value.  Very experienced doctor and many visits him.,250,Dr. Narayanan,,Pediatrician
Apolo Physiotherapy,Chennai,BPTh/BPT,23,,100,Dr. M.A. Shafi Ahamed   (Physiotherapist),,Physiotherapist
Dental Architect,Chennai,"BDS, MDS - Conservative Dentistry & Endodontics",8,,200,Dr. Archana,5.0,Dentist
Apollo Hospital,Chennai,"MBBS, MS - General Surgery",20,,1000,Dr. Rajkumar Palaniappan,3.5,Bariatric Surgeon
PDR Orthopaedic Hospital,Chennai,"MBBS, MS - Orthopaedics",49,We waited for Dr Dhanraj for a long time after which we were called and asked to pay Rs 500 for consultation which was a reasonable amount .He went on to check the leg and gave suggestions as to take an MRI scan and X-ray .The diagnosis was professional.But when I asked him as to WHY an MRI SCAN or XRay was necessary he told me to 'GET LOST' . ,400,Dr. Dhanarajan P,,Orthopedist
City Dental Care,Chennai,BDS,,,100,Dr. Anish Daniel,,Dentist
KVB Multispeciallity Dental Clinic,Chennai,BDS,16,,150,Dr. Priyadharshini,,Dentist
Sri Lakshmi Dental Clinic,Chennai,BDS,25,,100,Dr. M Rajasekhar,,Dentist
Aarthi Clinic,Chennai,"MS - Obstetrics & Gynaecology, MBBS",14,,250,Dr. Aarthi Sunil Bohara,,Gynecologist/obstetrician
SPARSH PHYSIOTHERAPY & SPORTS INJURY CLINIC,Chennai,MPT - Orthopedic Physiotherapy,11,Would appreciate if we can switch to recent techniques in additionto normal one to treat sports injuries as technologies have grown up with some fast recovery..,200,Dr. RameshThangarasu   (Physiotherapist),,Physiotherapist
Noor Dental,Chennai,BDS,13,,100,Dr. A.R.Akbar,,Dentist
Pedo 2 Gero Physiotherapy Clinic,Chennai,BPTh/BPT,14,The Doctor has a well equipped and well maintained Physio unit. She explains the problem and importance of the treatment and clear 'to do' and 'not to do' list.,250,Dr. M. Ramya   (Physiotherapist),,Physiotherapist
Srrinidhi Dental Care,Chennai,BDS,3,"The doctor was friendly in her approach. The dental treatment was painless,  effective and satisfactory. ,Overall very good , and satisfied with treatment with reasonable cost. Very good analysis by doctor. ,Good treatment and care. Reasonable cost satisfactory experience came within toothache root canals treatment followed by crown was donee very comfortble and painlessly treatment",100,Dr. Sanjana.C.M,,Dentist
A.K.Dental Care,Chennai,BDS,11,,100,Dr. N. T KaniMozhi krishnan,,Dentist
Gastro Care Clinic,Chennai,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",34,"Prescribed few medicines and recommended to have natural foods. Went for gastro problem due to which I am not able to breathe easily. Suggested me to have more water and electral, for dehydration problem. Kind person.",500,Dr. G. Manoharan,,Gastroenterologist
White Dental Clinic - Anna Nagar,Chennai,"BDS, MDS - Oral & Maxillofacial Surgery",19,,200,Dr. Senthil Nathan,,Dentist
Kaya Clinic,Chennai,"MBBS, MD - Dermatology , Venereology & Leprosy",9,,500,Dr. Deepthi Ravi,,Dermatologist
vembu clinic,Chennai,"MBBS, Diploma in Psychosomatic Medicine, M.D. (Psychiatry)",36,,300,Dr. Rajarathinam,,Psychiatrist
Kumaran Hospital,Chennai,"MBBS, MD - General Medicine, DM - Nephrology",14,* The doctor was good experience and he gave to patients good consultation and treatment. ,500,Dr. Balaraman V,4.0,Nephrologist
Thyroid Centre,Chennai,BSc - Dietitics / Nutrition,18,,500,Ms. Roja Ramkumar,5.0,Dietitian/nutritionist
Chennai Dental Centre,Chennai,BDS,6, feel very satisfied👍 . I feel I can visit again for any tooth prblms in future... Tnq ,100,Dr. Jaganya,,Dentist
Arulvel Chest Clinic,Chennai,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine",8,,150,Dr. V. Arun Babu,,Pulmonologist
Selva Maternity Centre,Chennai,"MBBS, DNB - General Surgery, MCh - Plastic Surgery",17,,500,Dr. Sangeetha Madhusudhanan,5.0,Plastic Surgeon
GKM Hospital PVT LTD,Chennai,"MBBS, MD - General Medicine, DM - Cardiology",24,,600,Dr. S Saravana Babu,,Cardiologist
Viji Clinic,Chennai,MBBS,5,,100,Dr. Aravind Kumar,,General Practitioner
