Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
Mahajan Dental Clinic,Pune,BDS,26,,200,Dr. Lata A Mahajan,,Dentist
Sancheti Hospital,Pune,"MBBS, MS - General Surgery",21,,750,Dr. Prashant Kedari,4.5,General Surgeon
Vardhan Clinic,Pune,BHMS,20,,100,Dr. Alpana Vardhan Pande,,Homoeopath
Sanjivani Multispeciality Clinic,Pune,"MBBS, Diploma in Child Health (DCH), Fellowship in Neonatology",9,,300,Dr. Chaudhari Umesh Ramesh,,Pediatrician
Dr Jadhav Children Hospital & Saideep Children's Clinic,Pune,"MBBS, Diploma in Child Health (DCH)",13,,200,Dr. Navnath Savata Jadhav,,Pediatrician
Hahnemann Homoeo Clinic,Pune,"BHMS, MD - Homeopathy",9,,150,Dr. Ayush Kumar Gupta,,Homoeopath
Motherhood Hospital,Pune,"MBBS, DNB - Radio Diagnosis",8,,1000,Dr. Akshay Bhalsing,4.5,Radiologist
Suratna Clinic,Pune,"MS - Ayurveda, BAMS",8,,400,Dr. Archana Ratnakar Patil,,Ayurveda
Eye Care Clinic,Pune,"MBBS, DOMS",10,"I really would like to appreciate and recommend to everybody to have consultation with the doctor., We really had talkative meeting during my visit and the discussion brought all satisfaction and infection cured by her recommended tablets within a week.,Doctor is very generous. she listened to my problem patiently and gave me suitable treatment. ,Minimum charges are 300 but if you visit first time it's 400. I waited for more than 30 mins. ",400,Dr. Shubham Mishra,,Ophthalmologist
Nacvir's Homoeopathy Clinic,Pune,"BHMS, MD - Homeopathy",7,,400,Dr. Archana Raj Gadiya,,Homoeopath
Rising Speciality Clinic,Pune,"MBBS, Diploma in Orthopaedics",12,"Excellent doctor!!! I have visited for my shoulder pain. I was suffering from many months. Consulted many doctors earlier but continued having pain. After visiting Dr.Sameer, he gave me inj in shoulder and advised physiotherapy , after that I am completely pain free. ,Wonderful experience! ,I had a minor fracture in middle fingur of right hand he suggested to do a plaster , fracture was in finger and he covered the half hand without covering the finger , we gave 3000 ,I will never recommend this doctor.",1000,Dr. Sameer Ghoderao,5.0,Orthopedist
Ramakrishna Homeopathic Consultancy,Pune,"BHMS, MD - Medicine",17,,1000,Dr. Narayan Jethwani,,Homoeopath
Phoneix Homoeopathic Clinic,Pune,BHMS,11,,500,Dr. Chetan Dhaware,,Homoeopath
Shriram Clinic,Pune,"DNB - General Medicine, MBBS",4,,300,Dr. Aniket Oswal,,Internal Medicine
Noble Hospital,Pune,"MBBS, DNB - General Medicine, DNB - Neurology",22,"Doctor is not associated with Noble hospital anymore,  we met him in Ruby hospital. ",600,Dr. Sontakke Santosh,3.5,Neurologist
CHATE CHILDREN'S CLINIC,Pune,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)",12,Doctor is very patient and ,200,Dr. Someshwar Chate,,Pediatrician
Smera Microdentistry Clinic,Pune,BDS,10,,200,Dr. Sourabh Nargide,,Dentist
SHITALA HOMOEOPATHY CLINIC,Pune,BHMS,3,"I have visited clinic for hairfall and doctor gives, medicine. Now after 3 months my hair fall is reduced and fall occasionally or normally.  ",400,Dr. Ankita Deolwadkar,,Homoeopath
shree polyclinic,Pune,BHMS,10,,500,Dr. Sagar Nemade,,Homoeopath
Ojas Hospital,Pune,"MS - General Surgery, MBBS",8,".having good experience and properly explain everything. Necessary thing will explain properly.,feeling i got when i step out from his clinic.",400,Dr. Pushkar Galam,,Laparoscopic Surgeon
SMILE WORLD DENTAL CARE,Pune,BDS,5,,100,Dr. Karishma Mulani,,Dentist
Sai Clinic and Dental Care,Pune,BDS,5,,100,Dr. Snehal Dengale,,Dentist
Healing Hands,Pune,BPTh/BPT,12,,500,Dr. Ravinder Kaur   (Physiotherapist),,Physiotherapist
iSmile Family Dental Clinic,Pune,BDS,5,,100,Dr. Shashikant Shukla,,Dentist
Ashtvinayak Hospital,Pune,"MBBS, DNB - Orthopedics/Orthopedic Surgery",16,I am Visit at Shivneri Hospital Bhosari and treatment for My Mother.,300,Dr. Niranjan V. Ganjewar,,Orthopedist
Kadrekar's Orthopaedic and Physiotherapy Center,Pune,"MBBS, DNB - Orthopedics/Orthopedic Surgery",11,,600,Dr. Sujit Kadrekar,,Orthopedist
PhysioAqua,Pune,"MPTh/MPT - Neurological Physiotherapy, BPTh/BPT",8,,1500,Dr. Rajashree J. Fadnavis   (Physiotherapist),,Physiotherapist
Ivory Dental Clinic,Pune,BDS,10,,100,Dr. Harshad Pokharkar,,Dentist
ShaAvi Polyclinic and Diagnostics,Pune,"MS - Orthopaedics, MBBS, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics",7,,500,Dr. Sushrut Pulgaonkar,4.5,Orthopedist
Anjali Hospital,Pune,"MBBS, MS - Orthopaedics",19,,300,Dr. Amit Swamy,,Orthopedist
Pritam Children's Hospital,Pune,"MBBS, Diploma in Child Health (DCH)",21,,200,Dr. Swapnali Lalitkumar Dhoka,4.5,Pediatrician
Dr Meenakshi Gupta's Clinic,Pune,BAMS,16,very good doctor. satisfied with advice.  also got natural health tonic at good price. will visit again,100,Dr. Meenakshi Gupta,,Ayurveda
CITY DENTIST,Pune,"BDS, MDS - Oral Medicine and Radiology",18,,100,Dr. Santosh Jadhav,,Dentist
Villoo Poonawalla Memorial Hospital,Pune,BDS,7,"Got good insight about dental health and care.,Dr Asmita has an excellent clinical touch...she helped me to overcome my anxiety for the dental treatment....n the rest of team is quite good as well....",350,Dr. Asmita Pawar,3.5,Dentist
Medilife Multispeciality Hospital & ICU,Pune,"MBBS, Diploma in Orthopaedics",19,,150,Dr. Deepak Amritkar,,Orthopedist
Express Clinics,Pune,"MBBS, DGO",11,,400,Dr. Varsha Gawai,,Gynecologist/obstetrician
Vishwadhar Ayurveda & Panchkarma Chikitsalaya,Pune,"BAMS, MD - Ayurveda Medicine",10,,200,Dr. Swapnil S Shinde,,Ayurveda
Parvathi Eye Clinic,Pune,MS - Ophthalmology,,1.Very easily reachable on tilak road ,500,Dr. Avinash R Kelkar,,Ophthalmologist
Dr Koshy's Poly Clinic,Pune,BPTh/BPT,11,,600,Dr. Deepti Waghmare   (Physiotherapist),,Physiotherapist
Pulsetila Health Clinic,Pune,MSc,,"It's year 2010 when first time we met with Mrs.Meghana to share my wife's  pigmentation issues with her which was really a big concern for my wife after her first pregnancy. ,My wife visited the doctor and she was really helpful and provided the right medicine. She explained each and every point in detailed and answered all my questions and queries.,Friendly atmosphere...professional treatment,.honey glycerine soap is truly wonderful .Thanks Meghana Mam ,It was really good experience. Doctor is really friendly and given proper information about the treatment.",250,Ms. Meghana Pande,4.5,Cosmetologist
Aditya Birla Clinic & Health Store,Pune,"MS - Obstetrics & Gynaecology, MBBS",7,,500,Dr. Ratnamala Mulkunde,,Gynecologist/obstetrician
Aaptashri Ayurved & Panchakarm Clinic,Pune,BAMS,5,,500,Dr. Saurabh B Kadam,,Ayurveda
NIXI ICU & Accident Hospital,Pune,"Diploma in Orthopaedics, MBBS",5,,200,Dr. Anupam Jaiswal,,Orthopedist
The Miasm Homoeopathy Clinic,Pune,"MD - Alternate Medicine, BHMS",8,,600,Dr. Yogesh D Ghare,,Homoeopath
Bharati Homoeopathic Hospital,Pune,BHMS,3,,500,Dr. Zakir Jamdar,,Homoeopath
Deenanath Mangeshkar Hospital,Pune,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",5,,500,Dr. Sreelekha Ray,3.5,Ear-nose-throat (ent) Specialist
Sumati Polyclinic,Pune,MBBS,,,1000,Dr. Sachin Deshmukh,,Psychologist
Physio Clinic,Pune,BPTh/BPT,12,,300,Dr. Aditi Bandekar   (Physiotherapist),,Physiotherapist
Precision Dental Clinic,Pune,"BDS, MDS - Oral Medicine and Radiology",11,,300,Dr. Rashmi Sane,,Dentist
Physio Care Clinic,Pune,BPTh/BPT,14,,500,Dr. Prakash Dagre   (Physiotherapist),,Physiotherapist
SP's Refit Advanced Physiotherapy Clinic,Pune,"BPTh/BPT, MPT - Orthopedic Physiotherapy",5,,200,Dr. Shivani P Kulkarni   (Physiotherapist),,Physiotherapist
Prudent International Health Clinic,Pune,"Doctor of Homeopathic Medicine (HMD), BHMS",21,,1000,Dr. Hetal Gohil,4.0,Homoeopath
Omkar Homeopathic Clinic,Pune,BHMS,27,,500,Dr. Sadanand Arun Chavare,,Homoeopath
Dr.Pansare Diagnostic Center,Pune,"MBBS, DMRE",16,"Dr Pansare Sir is really very friendly in nature but yet professional , he explains each and every detail in brief and to the point information has been given by him.,I visited Dr. Sandeep Pansare for my scan throughtout my pregnancy. Overall experience with doctor Sandeep was extremely satisfying .Doctor explains each and every minute details on each scan .very well experienced and humble in nature. I recommend!!!,Good experience with dr. Pansare. All staff are very co-operative. ,this place has a very long wait hours!!! I have visited them twice for sonology.They collect information from patients about their accomodation , address and if in rented of self owned property. if rented they want the landlords name and number. Without these disclosures they will not give an appointment.  how is this relevant to a sonography.",1000,Dr. Sandeep Pansare,,Radiologist
Manek Skin & Poly Clinic,Pune,BHMS,6,"My experience with Dr.Pooja Rathi danagara was very friendly ... I was too irritated by hyper  acidity and some skin allergies. I visited her & explained her anxiety, very nice she explained me do and don't  process.  very patiently she handle my problem. Thank you ,💐sorry for delay feedback .",500,Dr. Pooja Rathi Dangara,5.0,Homoeopath
Ojas Hospital,Pune,"MDS - Oral & Maxillofacial Surgery, BDS",7,Gr8 work doctor. U r really good sir. ,400,Dr. Suraj C. Bangar,,Dentist
Manas Ayurved,Pune,"BAMS, Diploma in Hypnotherapy (DHT), Diploma in Counselling Skills",7,,1000,Dr. Dipti Kapare,,Psychologist
Shree Multispeciality Hospital and ICU,Pune,MBBS,,,500,Dr. Sambaji Bahirat,,Gynecologist/obstetrician
Dr. Sheetal Potnis Orthodontic Clinic,Pune,MDS,,"Though I started off with her mid of my orthodontic treatment, she was really accommodating. ",200,Ms. Sheetal Potnis,,Dentist
Dr. Keswani's Dental & Implant Center,Pune,BDS,9,"Had removed wisdom tooth earlier from him and now also treating for same on other side. Dr. Always have extended hand for help on ur queries. I would say he is available for me anytime. ,He took x-ray the second time and even charged me for it although I already had it. He didn't even give the x-ray on film. He gave it to me on WhatsApp to save his cost. ",200,Dr. Pitamber Keswani,,Dentist
Om Ayurvedic And Panchakarma Clinic,Pune,"BAMS, MD - Ayurveda Medicine",19,,300,Dr. Aparna Pavaskar,,Ayurveda
Dental Clinic-Hadapsar,Pune,BDS,10,,100,Dr. Prashant Gadkari,,Dentist
Khushaai Homeopathy Clinic,Aurangabad,"BHMS, MD - Homeopathy",9,,1000,Dr. Vijay V Lokhande,,Homoeopath
Sanwad Psychological Counselling Centre,Pune,MA - Counseling Psychology,3,"I started visting doctor since more than a month now. I am very happy with the conversations I had with doctor. She listens to you first with patience and then start recommending the things you should do. So I would definitely recommend this doctor. Thanks.,Very good listener. Analyses problems very well.Solution,tips given to overcome the crisis are very helpful.I will definitely recommend many of my friends who find it difficult to handle mental stress.,Felt better after the 1st session itself.Friendly and calming doctor.,Helped a lot.,The doctor is very comforting and reliable",1000,Ms. Seema Jathar,5.0,Psychologist
Tupe Hospital & Polyclinic,Pune,"BAMS, MD - Ayurveda Medicine",5,,200,Dr. Archana Dhole,,Ayurvedic General Medicine
Smiles Forever Dental Care Center,Pune,BDS,14,,250,Dr. Snehal (Mehta) Mhetre,,Dentist
Shiv Clinic,Pune,BAMS,13,,100,Dr. Tejaswini Bidve,,Ayurveda
Express Clinics Pvt Ltd,Pune,"MBBS, MD - Pediatrics",7,,400,Dr. Alec Correa,4.0,Pediatrician
Dentin- The Dental Clinic,Pune,BDS,9,,100,Dr. Neha Jain,,Dentist
Shriram Laboratory & Diagnostic Centers,Pune,MD - Pathology,22,,100,Dr. Sharada Tiwari,,Pathologist
Om Dental Clinc,Pune,MD - Community Medicine,10,,300,Dr. Govinda N,5.0,Epidemiologist
Shreemati Shantidevi Medical And Charitable Trust's,Pune,BDS,3,,100,Dr. Renuka Chaudhari,,Dentist
Dentakraft Clinic,Pune,BDS,15,,200,Dr. Rucha Vaze Mokashi,,Dentist
Mind Orbit,Pune,Masters in Clinical Psychology,14,M feeling too good dr Mr.santosh shende explain me my problem solution very good. He give me good explanation about my problem n solution..,1000,Mr. Santosh Shende,,Psychologist
Saijyoti Hospital,Pune,"MBBS, Diploma in Orthopaedics",19,,200,Dr. Kishore Khandelwal,,Orthopedist
Unique Dental Care - Advanced Root Canal Cosmetic And Implant Centre,Pune,BDS,8,Dr Mustafa is very professional with his work.He explained the entire procdeure of Root canal and then He performed Single sitting Root Canal treatment for my tooth and it was absolutely painless. The clinic is very hygienic and has all latest equipments.Would surely recommend it to everyone and he is my Family doctor from now on,100,Dr. Mustafa Murtaza Kachwala,,Dentist
Sri Balaji Eye Hospital,Pune,"MBBS, DNB - Ophthalmology",16,,250,Dr. Dhiraj D. Surana,,Ophthalmologist
Inlaks & Budhrani Hospital ,Pune,"DNB - Neurology, MBBS",11,,260,Dr. Sanjay Totlani,,Neurologist
Rahane Clinic,Pune,BHMS,15,,300,Dr. Manoj Rahane,,Homoeopath
Mother's Bliss Clinic,Pune,"MBBS, MD / MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",6,,400,Dr. Kanchan Durugkar,,Gynecologist/obstetrician
Lumident Dental Clinic,Pune,BDS,4,,100,Dr. Akshay Parmar,,Dentist
B.J Medical College,Pune,"MD - Anaesthesiology, MBBS",5,,500,Dr. Pravin Rameshrao Kutemate,,Anesthesiologist
Dr. Ponkshe's Ayurved Clinic,Pune,BAMS,9,,200,Dr. Pushkar Ponkshe,,Ayurveda
Vitalife Clinic,Pune,BPTh/BPT,16,"Dr. Poonam Bhalachandra is a highly ,professional, patient-friendly, and reasonably-priced physiotherapist. She is undoubtedly one of the top five paediatric physiotherapists in Pune. We took her physiotherapy sessions for our preterm baby. She treated him for almost 1.5 years. Her physiotherapy sessions have helped our son tremendously. She is quite friendly, amicable, and empathetic,handling kids for their physiotherapy treatment are simply superlative. She befriends kids quite seamlessly and takes their exercise sessions very effectively. We strongly recommend her for any paediatric physiotherapy treatment. Her adult physiotherapy skills are unmatched too. I have treated my neck pain from her and I vouch for her talent and hard work. , She explain properly and exzactly what is the cause of pain. Thank you Dr Poonam. ,Dr Poonam understands your problems very well and her treatment have always worked for me..She is extremely patient and has a good diagnosis.I would happily recommend her to a lot of my friends and relatives.,I visited dr Poonam for back pain,neck,cervical  and lumber problem at different times. And at every time my experience is very good.A very sincere and friendly approach of doctor.And I got best relief at every time.A very good physiotherapist in my opinion.",300,Dr. Poonam Deshpande Bhalchandra   (Physiotherapist),4.0,Physiotherapist
Sant Dnyaneshwar Hospital,Pune,"MBBS, MS - General Surgery, MCh - Plastic & Reconstructive Surgery",16,,750,Dr. Nikhil Agarkhedkar,4.5,Plastic Surgeon
Ruby Hall Clinic,Pune,"MCh - Cardio Thoracic and Vascular Surgery, MBBS",6,,700,Dr. Dipak Bhavsar,4.5,Cardiac Surgeon
Dr Pankaj Physio Care,Pune,BPTh/BPT,4,"I personally recommend doctor ,The doctor was polite and treatment was good and after physiotherapy from Dr pankaj I got relief from pain and today I don't have pain and the clinic was neat and clean.Thanks to Dr Pankaj,He is very polite , My leg pain got reduced as soon as he started physiotherapy.",300,Dr. Pankaj Mahbubani   (Physiotherapist),,Physiotherapist
Nirogyam Ayurveda & Wellness,Pune,MD - Ayurveda Medicine,14,,200,Dr. Shailesh Deshpande,,Ayurveda
Shree Dental Clinic & Implant Center,Pune,BDS,3,,100,Dr. Samadhan Khatal,,Dentist
The Dental Studio,Pune,"BDS, MDS - Oral & Maxillofacial Surgery",11,,300,Dr. Lakshmi Shetty,,Dentist
Elite speciality clinic ,Pune,MDS - Periodontics,8,I am totally satisfied with her she diagnose prob and give u suggetion of possible ways for treatment even I was scared with instruments of dentist she gave me safe treatment,200,Dr. Sonal Deshmukh,,Dentist
Dental Solutions,Pune,,,,800,Dr. Smita Musani,5.0,Dentist
Varadvinayak Eye Clinic,Pune,"MBBS, DNB - Ophthalmology, FCPS- Ophthalmology",19,,350,Dr. Kalpana Kharade,,Ophthalmologist
The Tag Of Hope,Pune,"MA - Counseling Psychology, Certificate in Clinical Hypnotherapy (CCht )",12,"She is very good and too much friendly to talk freely with... you feel so good telling everything to her she understand the prblms very well... she listens everythings very patiently.... gives tym properly as per our requirement...., She helped me think and understand the core of the problems , by simplifying complicated issues I was facing.",1200,Ms. Karuna P Bhatia,,Psychologist
Shri Krupa Clinic And Health Care,Pune,BHMS,3,,200,Dr. Radhika,,Homoeopath
IMax Multispeciality Hospital,Pune,"MBBS, MD - Pediatrics",3,,300,Dr. Ramkar Sayali Raghunath,4.0,Pediatrician
Akanksha Homeopathy Clinic,Pune,BHMS,4,,200,Dr. Akanksha Sumeet Kharote,,Homoeopath
Pristine Physiotherapy N Dental Clinic,Pune,BPTh/BPT,9,,300,Dr. Priyanka Singh   (Physiotherapist),,Physiotherapist
Sanjeevani Homoeopathic Clinic,Pune,BHMS,7," My Chronic Asthma has disappeared within span of 2 months of treatment. Common infections like Throat infections , Viral infections has been reduced from a frequent occurrence (6-8 times a year) to 1-2 times a year.  ",200,Dr. Deepti Prajakt Balgaonkar,,Homoeopath
Creative Speciality Dental Clinic,Pune,MDS - Conservative Dentistry & Endodontics,9,,300,Dr. Aniket K Jadhav,,Dentist
Painex Clinic,Pune,"Post Graduation Diploma in Dietetics, MSc",8,"I have booked an appointment a couple of months back for my gym diets and weight management., The diet plans are so easy to follow. The diet plans include food items which are readily available at your home and based on your preferences. I think that is the best part and makes you stick to the diet for a longer period of time. She explains the topics and diets so very well which improves your knowledge and give you the desired results for sure. I will definitely recommend Gitanjali madam to everyone.",500,Ms. Gitanjali Borse,,Dietitian/nutritionist
S.R Sun Dental  Center,Pune,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",8,,300,Dr. Rashmi Dhanashetti,,Dentist
Ayusparsh Ayurveda and Panchakarma Clinic,Pune,MD - Ayurveda Medicine,3,,200,Dr. Swati Maind,,Ayurveda
Sahyadri Super Speciality Hospital,Pune,"MBBS, Diploma in Child Health (DCH), Fellowship in Neonatology",9,,500,Dr. Ravi Desai,4.5,Pediatrician
Homoeopathic Clinic,Pune,BHMS,5,,300,Dr. Ankita Bansal,,Homoeopath
Dr. Aanchal Pawar Homeo Clinic,Pune,"BHMS, MD - Homeopathy",9,,400,Dr. Aanchal Pawar,,Homoeopath
Shri Samarth Clinic,Pune,BHMS,,,200,Dr. Mangesh A.Rajguru,,Homoeopath
Shree Gajanan Dental Clinic,Pune,BDS,11,"Dr Pradeep Patil is very experienced and has immense knowledge on dentistry. He is a very humble person, and treats patients with a smile always. Best part is that you won't feel even the slightest of pain during procedures like root canal, filling etc. He guides patients with proper advise and charges very nominal fees.",100,Dr. Pradeep Patil,,Dentist
Health and Smiles Multispeciality Clinic,Pune,"BHMS, PGDPC (Post Graduation Diploma In Psychological Counselling)",17,,500,Dr. Smita Vikas Patil,5.0,Homoeopath
Pryag Dental Clinic,Pune,BDS,5,,200,Dr. Asima Mishra,,Dentist
Sukhayu Ayurved and Panchakarma clinic,Pune,"BAMS, MD - Ayurveda Medicine",1,,300,Dr. Abhishek Taksale,,Ayurveda
Avabhasini Ayurveda & Keraliya Panchakarma Chikitsalaya,Pune,MD - Ayurveda Medicine,9,,300,Dr. Vaidya Vaibhav Patil,,Ayurveda
Purandare Hospital,Pune,,,,400,Mr. Nachiket Purandare,,Vascular Surgeon
Parinati,Pune,Integrated Clinical Hypnotherapy,2,,3000,Ms. Maj Upma Pant,,Hypnotherapist
Mantra Ayurveda Clinic and Panchakarma Centre,Pune,MD - Ayurveda Medicine,3,,200,Dr. Divyashree K.S,,Ayurveda
Wellness Plus - Polyclinic & Diagnostics,Pune,"MA - Psychology, BA - Psychology",6,"I visited doctor for Depression counselling, She understood my problems by listening very patiently and empathizing. She helped me get out of depression and enjoy this beautiful life. After every session with her I felt very positive and ready to face everything with open arms. Thank you very much doctor for your help.,She explains things in a very practical manner with live examples. She listens very patiently and provides workable solutions.... She embibes a lot of positivity and helps the person on thinking positively. I feel a couple of sessions with her has helped me and I and my family can see the difference in me. ,Ms.Dimple Kishnani  is an excellent psychologist.In the very first session my teenage daughter connected with her easily.She listened patiently to her problems.My daughter would look forward to the sessions as she found Ms.kishnani very loving,caring and understanding.,The doctor made me identify my issues in a very friendly and Frank way. The treatment was very smooth and effective. Even after the treatment she used to check up on me and get an update and accordingly give me a solution. ",1200,Ms. Dimple Kishnani,4.5,Psychologist
Healyos- Physiotherapy at Home,Pune,"BPTh/BPT, MPT/MPTh - General & Community Based Physiotherapy & Rehabilitation",6,"I went through an ACL reconstruction and  MMT+LMT repair , surgery in sancheti hospital and after surgery I was recommended to healyos . ,Dr Priyanka Patil is a capable doctor who immediately understood my pain issues and the line of treatment required for immediate pain relief. ,I had been diagnosed with L5S3 spine problem in 12 March 2018. Once discharged from Sancheti hospital i was home ridden. Dr Priyanka Patil with huge amount of perseverance had taken the sole battle of helping me strenuously and motivating with me to stand tall and get me back on my feet. Slowly as each day passed I have shown slow but steady improvements. I would like to thank everyone in the HealYos team trying to make our life better :).,Thank you so much for wonderful care and treatment which Dr has given me during therapy sessions.",599,Dr. Priyanka Patil   (Physiotherapist),5.0,Physiotherapist
Ashirwad ENT and Maternity Hospital,Pune,,,,200,Ms. Shubhangi,,Gynecologist/obstetrician
Harmony Clinic,Pune,BHMS,3,,300,Dr. Surbhi Saptarshi,,Homoeopath
Kulkarni Orthopedic Hospital,Pune,BPTh/BPT,9,"She is very kind, co operative, active, helpful. She is treat with patient like a family member. She is very polite. My mother was hospitalized and she was bed ridden. She wouldn't be able to get up from bed She did her bed try to get recovery. I strongly recommend dr. I highly appreciate!!!!",250,Dr. Ankita patel   (Physiotherapist),,Physiotherapist
Smile Craft A Family Dental Care,Pune,BDS,5,,200,Dr. Rucha Khivansara,,Dentist
Dr. Ashok Sathe,Pune,BPTh/BPT,41,,600,Dr. Ashok Sathe   (Physiotherapist),,Physiotherapist
Sirona's Healing Centre,Pune,"MBBS, DNB - Orthopedics/Orthopedic Surgery",7,,1000,Dr. Bhushan khedkar,5.0,Orthopedist
Suyash Hospital,Pune,"BDS, MDS - Conservative Dentistry & Endodontics",17,"i was experiencing severe toothahe and just one visit to dr. kedar and the pain was gone .,I visited the clinic for tooth ache. I think I was charged too much for the first visit. Charges were 900 for consultation and X-ray. Hard copy of X-ray not provided. They didn't even sent me the copy of X-ray over email even after requesting specially for it. I had tried contacting many a times for X-ray copy but they didn't received my call. It's been 3 weeks now but I haven't received my x-ray copy yet. Not much good experience. ",300,Dr. Kedar Pathak,,Dentist
Dr. Sayali Enterprises,Pune,"BSc - Dietitics / Nutrition, Diploma in Diet and Nutrition, Diploma in Dietetics, Health and Nutrition (DDHN)",13,"My experience was great it was my first visit but was great, she was very helpful and was friendly. She was able to understand my problem and what actualy I need. ",500,Ms. Sayali Pitale,,Dietitian/nutritionist
Dr. Tejaswini's Clinic,Pune,BHMS,12,,500,Dr. Tejaswini D. Pacharne,,Homoeopath
Joshi's Homoeopathy Clinic,Pune,BHMS,5,,500,Dr. Yashasvee Joshi,,Homoeopath
Digestive Endoscopy Center,Pune,"MBBS, MD - General Medicine",,,300,Dr. S H Kayamkhani,,Gastroenterologist
Sarvaay Ayurvedic Clinic,Pune,BAMS,4,,400,Dr. Snehal Jadhav,,Ayurveda
Lifeline Homeocare,Pune,BHMS,2,,350,Dr. Bhakti Mane,,Homoeopath
Elegant Dento Care- A Unit of DY Patil Hospital,Pune,"BDS, MDS - Prosthodontist And Crown Bridge",16,,350,Dr. Dhananjay Gandge,5.0,Dentist
Bharati Vidyapeeth Deemed University & Medical College,Pune,"MBBS, MD - Anaesthesiology, DM - Critical Care Medicine",9,,200,Dr. Srilekha Bharat,,Emergency & Critical Care
Shashwat Child Development Center,Pune,"Master of Occupational Therapy (MOT), Bachelor of Occupational Therapy (BOT)",10,"My 3yrs old daughter Sukhada is having sensory issues & delayed growth. But, after the continuous treatment by Ms.Meenakshi , we found lot many changes in last 6 months. Sukhada's physical strength has increased along with her confidence. She can walk confidently despite on uneven surfaces, pick things easily. Ms. Meenakshi's work hard in help us to up-bring our daughter. ,I started therapy for my son 3 months back with Dr. Meenakshi. He was very hyper active and not able to focus on one thing. Also was very slow in Speech. I can see a very good changes in my son after taking 3 months of therapy with Dr. Meenakshi for OT. Also Speech Therapy, ABA, Special Education helping my kid in growing very perfectly. I am very much satisfied with the clinic, facilities provided, Staff behavior. All the Doctors are very friendly and capable. The most imp thing is my son is enjoying going there in such a healthy Environment. Highly recommended. Thanks to all the Doctors. Special Thanks to Dr. Meenakshi.,Really happy by the improvement shown in my son's case  within 3 months of my visit..Thank you so much Dr. Meenakshi.",400,Ms. Meenakshi,,Occupational Therapist
Prudent International Health Clinic,Pune,Diploma in Hypnotherapy (DHT),8,"Mr.Dileepan is a very sensitive and kind therapist. He is very receptive to the problem he is addressing with the client.He paid keen and kind attention to my issues as I spoke about them to him.His approach towards my treatment was delicate and relaxed.He was totally in charge.I could let go of my apprehensions and relax when I realized I was in good,able hands.,Dileepan is highly intuitive and absolutely non judgmental. You can confide in him completely. He will help you find your own answers. It is like a miracle. He helps you to see your situation in a completely different light and it helps to find a solution.,There is something in Dr. Dileepan that is so magnetic about him and the way he attended to my case  is very good. He is very patient, understanding,A thorough professional and I never felt that I was with a  therapist. Underwent a hypnotherapy session and it is really helpful. ",1200,Mr. Dileepan Raghunathan,4.0,Hypnotherapist
Ideal Cure Homoeopathic Clinic,Pune,MD - Homeopathy,4,Very Good Counselling and experienced doctor. Taking treatment last 4 months and seen results.,500,Dr. Rekha Pacharne,,Homoeopath
Dr.S.S.Pawar Clinic,Pune,"MBBS, DGO",40,,200,Dr. Subhash S.Pawar,,Gynecologist/obstetrician
Jeewan Jyot Multi Speciality Medicare Center,Pune,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",32,,500,Dr. Varsha Kataria,5.0,Pediatrician
Energize Physiotherapy Clinic,Pune,BPTh/BPT,13,"Treatment is very good. From last 2 years I was in back n taking pain killers but now after taking physiotherapy here I stopped all my medicine. Now I m doing walking n pain is also reduced.  Dr shweta n Dr Kiran are very cooperative. ,I took physiotherapy for back pain which is reduced drastically.. now long distance drive is absolutely pain free... thank u team energize.!!,I came with pain of both knees I got , pain relief within 15 days of physiotherapy sessions.",300,Dr. Shweta Bhave   (Physiotherapist),5.0,Physiotherapist
Sukhada Ayurveda and Panchkarma centre,Pune,"BAMS, MD - Ayurvedic Pharmacology",7,,150,Dr. Kavita Sawant-Desai,,Ayurveda
Kinikar's Multispeciality Dental Clinic,Pune,"MDS - Paedodontics And Preventive Dentistry, BDS",6,,200,Dr. Amol Suresh Patil,5.0,Dentist
Sahyadri Super Speciality Hospital,Pune,"MBBS, MCh - Surgical Oncology, MS - General Surgery",13,,700,Dr. Joy Ghose,4.5,Oncologist
Vihaan Multispeciality Clinic And Panchakarma Center,Pune,"BAMS, MD - Ayurveda Medicine",13,,250,Dr. Sarika Dange,,Ayurvedic General Medicine
Homeopathic Clinic,Pune,BHMS,33,,150,Dr. Ajay Aserkar,,Homoeopath
Sainath Hospital,Pune,"MBBS, MD - General Medicine",2,"Dr has been treated well on my root cause of my problem, , coordinate well, friendliness behaviour so could able to share my problem in details.",500,Dr. Vishwajeet Gaikwad,4.0,Internal Medicine
Prudent International Health Clinic,Pune,B.Sc. - Home Science (Food & Nutrition),8,"Arva is a friendly dietician & she is a good dietician at Prudent Clinic.,Ms Arva is good diet nutrition she is help me out to weight loss treatment & I just got good results thanks Ms Arva.",500,Ms. Arva Bhavnagarwala,4.0,Dietitian/nutritionist
